MSN,YYYYMM,Value,Description
PCEIEUS,200103,0.813,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200104,0.655,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200105,0.748,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200106,0.843,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200107,0.993,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200108,1.035,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200109,0.95,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200110,0.915,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200111,0.806,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200112,1.044,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200113,10.541,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200201,1.356,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200202,1.412,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200203,1.496,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200204,1.426,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200205,1.61,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200206,1.734,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200207,1.536,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200208,1.727,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200209,1.572,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200210,1.323,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200211,1.268,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200212,1.427,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200213,17.888,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200301,1.179,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200302,1.087,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200303,0.909,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200304,1.352,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200305,1.28,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200306,1.535,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200307,1.768,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200308,1.755,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200309,1.704,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200310,1.741,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200311,1.754,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200312,1.773,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200313,17.836,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200401,1.999,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200402,1.718,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200403,1.733,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200404,1.723,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200405,1.82,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200406,1.714,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200407,1.806,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200408,1.987,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200409,1.691,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200410,1.846,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200411,1.649,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200412,1.844,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200413,21.527,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200501,2.006,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200502,1.855,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200503,1.947,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200504,1.779,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200505,2.009,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200506,2.13,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200507,2.092,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200508,2.21,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200509,1.92,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200510,1.921,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200511,1.735,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200512,2,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200513,23.602,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200601,2,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200602,1.774,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200603,1.681,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200604,1.709,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200605,1.591,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200606,1.78,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200607,1.966,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200608,1.852,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200609,1.67,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200610,1.693,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200611,1.485,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200612,1.534,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200613,20.734,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200701,1.633,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200702,1.291,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200703,1.307,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200704,1.276,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200705,1.385,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200706,1.598,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200707,1.42,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200708,1.475,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200709,1.374,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200710,1.229,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200711,1.162,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200712,1.45,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200713,16.6,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200801,1.418,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200802,1.311,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200803,1.093,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200804,1.193,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200805,1.125,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200806,1.378,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200807,1.238,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200808,1.299,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200809,1.228,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200810,1.296,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200811,1.182,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200812,1.188,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200813,14.949,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200901,1.196,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200902,1.091,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200903,1.356,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200904,1.208,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200905,1.219,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200906,1.22,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200907,1.266,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200908,1.225,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200909,1.216,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200910,0.748,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200911,0.737,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200912,0.982,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,200913,13.463,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201001,1.207,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201002,1.136,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201003,1.246,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201004,1.078,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201005,1.167,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201006,1.375,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201007,1.47,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201008,1.15,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201009,1.087,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201010,1.009,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201011,0.88,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201012,1.143,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201013,13.949,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201101,1.546,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201102,1.219,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201103,1.477,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201104,0.939,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201105,1.004,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201106,1.223,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201107,1.464,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201108,1.316,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201109,1.281,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201110,0.933,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201111,0.703,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201112,1.021,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201113,14.125,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201201,1.169,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201202,0.927,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201203,0.521,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201204,0.484,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201205,0.617,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201206,0.666,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201207,0.74,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201208,0.779,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201209,0.731,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201210,0.667,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201211,0.695,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201212,0.689,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201213,8.685,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201301,0.961,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201302,0.844,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201303,0.912,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201304,0.841,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201305,1.194,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201306,1.214,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201307,1.219,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201308,1.266,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201309,1.146,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201310,1.058,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201311,0.833,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201312,1.023,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201313,12.511,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201401,1.204,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201402,0.989,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201403,1.16,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201404,0.805,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201405,1.083,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201406,1.125,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201407,1.042,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201408,1.045,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201409,1.027,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201410,0.615,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201411,0.79,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201412,1.181,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201413,12.066,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201501,1.108,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201502,1.161,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201503,0.772,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201504,0.822,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201505,0.964,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201506,0.872,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201507,1.174,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201508,1.106,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201509,1.062,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201510,0.868,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201511,0.727,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201512,0.78,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201513,11.416,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201601,0.96,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201602,0.937,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201603,1.041,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201604,1.096,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201605,1.035,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201606,1.075,Petroleum Coke Electric Power Sector CO2 Emissions
PCEIEUS,201607,1.137,Petroleum Coke Electric Power Sector CO2 Emissions
RFEIEUS,197301,24.867,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197302,20.867,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197303,19.78,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197304,16.562,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197305,17.754,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197306,20.899,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197307,23.127,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197308,24.456,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197309,22.21,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197310,22.151,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197311,21.213,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197312,20.346,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197313,254.231,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197401,21.003,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197402,17.992,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197403,17.454,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197404,15.865,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197405,17.973,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197406,18.464,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197407,21.88,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197408,21.894,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197409,20.194,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197410,20.5,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197411,21.811,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197412,24.318,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197413,239.348,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197501,24.159,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197502,19.726,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197503,18.542,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197504,17.197,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197505,16.706,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197506,18.245,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197507,20.077,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197508,22.093,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197509,17.412,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197510,17.908,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197511,17.715,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197512,21.678,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197513,231.459,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197601,25.343,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197602,20.042,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197603,20.389,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197604,18.669,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197605,17.662,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197606,19.864,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197607,21.432,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197608,22.642,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197609,18.976,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197610,19.38,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197611,23.498,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197612,26.775,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197613,254.671,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197701,32.884,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197702,23.61,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197703,22.873,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197704,20.914,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197705,22.183,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197706,22.911,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197707,27.08,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197708,25.736,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197709,21.449,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197710,18.86,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197711,20.14,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197712,26.147,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197713,284.787,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197801,30.353,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197802,29.543,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197803,29.092,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197804,20.25,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197805,19.937,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197806,21.167,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197807,23.554,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197808,26.076,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197809,21.359,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197810,20.932,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197811,22.053,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197812,27.133,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197813,291.45,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197901,30.826,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197902,25.59,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197903,18.018,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197904,16.744,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197905,17.48,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197906,19.448,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197907,20.755,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197908,21.044,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197909,18.215,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197910,16.569,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197911,18.737,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197912,20.609,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,197913,244.034,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198001,19.662,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198002,19.509,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198003,16.145,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198004,12.968,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198005,13.032,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198006,14.237,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198007,17.963,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198008,19.239,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198009,14.121,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198010,12.647,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198011,15.75,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198012,18.506,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198013,193.78,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198101,20.254,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198102,13.75,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198103,13.803,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198104,12.003,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198105,11.459,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198106,14.713,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198107,15.668,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198108,12.761,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198109,12.453,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198110,12.919,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198111,10.919,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198112,12.678,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198113,163.38,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198201,15.986,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198202,12.064,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198203,10.709,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198204,8.874,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198205,7.896,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198206,8.193,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198207,10.676,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198208,9.35,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198209,8.196,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198210,7.921,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198211,7.386,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198212,8.888,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198213,116.137,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198301,10.268,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198302,10.059,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198303,9.994,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198304,8.112,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198305,7.114,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198306,8.864,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198307,11.584,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198308,11.702,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198309,8.928,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198310,7.923,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198311,7.278,Residual Fuel Oil Electric Power Sector CO2 Emissions
RFEIEUS,198312,11.612,Residual Fuel Oil Electric Power Sector CO2 Emissions
